item,name,party,partyLabel,area,areaLabel,startDate,endDate,gender
,Hélder Ernesto Injojo,Q504564,BANCADA PARLAMENTAR DA FRELIMO,,ZAMBEZIA,,,male
,Irene Joaquim,Q1425821,BANCADA PARLAMENTAR DA RENAMO,,NAMPULA,,,female
,Isac Lucas Mandava,Q1425821,BANCADA PARLAMENTAR DA RENAMO,,NIASSA,,,male
,Isaura António Júlio,Q504564,BANCADA PARLAMENTAR DA FRELIMO,,SOFALA,,,female
,Isaura da Uaitura Albino,Q504564,BANCADA PARLAMENTAR DA FRELIMO,,NAMPULA,,,female
,Isequiel Molde Gusse,Q1425821,BANCADA PARLAMENTAR DA RENAMO,,ZAMBÉZIA,,,male
,Isidora da Esperança Faztudo,Q504564,BANCADA PARLAMENTAR DA FRELIMO,,MAPUTO CIDADE,,,female
,Ivan Amaral Chinganhane Mazanga,Q1425821,BANCADA PARLAMENTAR DA RENAMO,,MAPUTO CIDADE,,,male
,Jacinto Gabriel Lourenço Inácio Capito,Q504564,BANCADA PARLAMENTAR DA FRELIMO,,ZAMBEZIA,,,male
,Jaime Bessa Augusto Neto,Q504564,BANCADA PARLAMENTAR DA FRELIMO,,SOFALA,,,male
,Janete Nelsone Tenene,Q1425821,BANCADA PARLAMENTAR DA RENAMO,,MANICA,,,female
,Jemusse Amido Lada,Q504564,BANCADA PARLAMENTAR DA FRELIMO,,NAMPULA,,,male
,Jerónima Agostinho,Q504564,BANCADA PARLAMENTAR DA FRELIMO,,INHAMBANE,,,female
,Jerónimo Malagueta Nalia,Q1425821,BANCADA PARLAMENTAR DA RENAMO,,ZAMBÉZIA,,,male
,Joana Anacleto Vasco,Q504564,BANCADA PARLAMENTAR DA FRELIMO,,TETE,,,female
,Joana Muchanga Mondlana,Q504564,BANCADA PARLAMENTAR DA FRELIMO,,MAPUTO PROVINCIA,,,female
,Joana Simão,Q504564,BANCADA PARLAMENTAR DA FRELIMO,,ZAMBEZIA,,,female
,Joaquim Greva,Q1425821,BANCADA PARLAMENTAR DA RENAMO,,SOFALA,,,male
,Joaquim Veríssimo,Q504564,BANCADA PARLAMENTAR DA FRELIMO,,ZAMBEZIA,,,male
,José Bento Coffe Mutsanhe,Q504564,BANCADA PARLAMENTAR DA FRELIMO,,MAPUTO PROVINCIA,,,male
,José Candugua António Pacheco,Q504564,BANCADA PARLAMENTAR DA FRELIMO,,ZAMBEZIA,,,male
,José Carlos Cruz,Q1425821,BANCADA PARLAMENTAR DA RENAMO,,SOFALA,,,male
,José Henrique Lopes,Q1425821,BANCADA PARLAMENTAR DA RENAMO,,NAMPULA,,,male
,José Horácio Lourenço Lobo,Q668181,PARTIDO MOVIMENTO DEMOCRÁTICO DE MOÇAMBIQUE,,ZAMBÉZIA,,,male
,José Manteigas Gabriel,Q1425821,BANCADA PARLAMENTAR DA RENAMO,,ZAMBÉZIA,,,male
,José Manuel Samo Gudo,Q1425821,BANCADA PARLAMENTAR DA RENAMO,,MAPUTO PROVINCIA,,,male
,José Manuel de Sousa,Q668181,PARTIDO MOVIMENTO DEMOCRÁTICO DE MOÇAMBIQUE,,SOFALA,,,male
,José Mateus Muária Katupha,Q504564,BANCADA PARLAMENTAR DA FRELIMO,,CABO DELGADO,,,male
,José Nicolau,Q1425821,BANCADA PARLAMENTAR DA RENAMO,,MANICA,,,male
,José Tsingano Camanula,Q1425821,BANCADA PARLAMENTAR DA RENAMO,,TETE,,,male
,Jovial Setina Mutombene M. da Cruz,Q504564,BANCADA PARLAMENTAR DA FRELIMO,,INHAMBANE,,,male
,João Paulo Pereira de Albuquerque,Q1425821,BANCADA PARLAMENTAR DA RENAMO,,TETE,,,male
,Juliana Vitória Picardo,Q1425821,BANCADA PARLAMENTAR DA RENAMO,,TETE,,,female
,Julieta António,Q504564,BANCADA PARLAMENTAR DA FRELIMO,,CABO DELGADO,,,female
,Justina Sambil,Q504564,BANCADA PARLAMENTAR DA FRELIMO,,CABO DELGADO,,,female
,Justino Paulo Langa,Q504564,BANCADA PARLAMENTAR DA FRELIMO,,GAZA,,,male
,Lassimo Ossifo,Q668181,PARTIDO MOVIMENTO DEMOCRÁTICO DE MOÇAMBIQUE,,NAMPULA,,,male
,Latifo Ismael Xarifo,Q1425821,BANCADA PARLAMENTAR DA RENAMO,,ZAMBÉZIA,,,male
,Laura Fernanda Souto,Q504564,BANCADA PARLAMENTAR DA FRELIMO,,GAZA,,,female
,Laura Maria de Jesus Amadeu,Q504564,BANCADA PARLAMENTAR DA FRELIMO,,CABO DELGADO,,,female
,Laurinda Silva Pedro António Cheia,Q668181,PARTIDO MOVIMENTO DEMOCRÁTICO DE MOÇAMBIQUE,,SOFALA,,,female
,Leopoldo Alfredo Ernesto,Q1425821,BANCADA PARLAMENTAR DA RENAMO,,ZAMBÉZIA,,,male
,Lina Francisco Fafetine Ofiço,Q504564,BANCADA PARLAMENTAR DA FRELIMO,,SOFALA,,,female
,Lourenço César Sufria,Q504564,BANCADA PARLAMENTAR DA FRELIMO,,ZAMBEZIA,,,male
,Lucinda Bela das Dores Impitule Malema,Q504564,BANCADA PARLAMENTAR DA FRELIMO,,NAMPULA,,,female
,Lucília José Manuel Nota Hama,Q504564,BANCADA PARLAMENTAR DA FRELIMO,,NAMPULA,,,female
,Lutero Chimbirombiro Simango,Q668181,PARTIDO MOVIMENTO DEMOCRÁTICO DE MOÇAMBIQUE,,MAPUTO CIDADE,,,male
,Lutsé Esperança Mirione Rumeia,Q504564,BANCADA PARLAMENTAR DA FRELIMO,,CABO DELGADO,,,female
,Lúcia Pedro Mafuaine,Q504564,BANCADA PARLAMENTAR DA FRELIMO,,GAZA,,,female
,Lúcia Xavier Afate,Q1425821,BANCADA PARLAMENTAR DA RENAMO,,NAMPULA,,,female
,Manuel Chang,Q504564,BANCADA PARLAMENTAR DA FRELIMO,,MAPUTO PROVINCIA,,,male
,Manuel Vasconcelos E. Manuel Maria,Q504564,BANCADA PARLAMENTAR DA FRELIMO,,TETE,,,male
,Manuel Zeca Bissopo,Q1425821,BANCADA PARLAMENTAR DA RENAMO,,SOFALA,,,male
,Margarida Adamugy Talapa,Q504564,BANCADA PARLAMENTAR DA FRELIMO,,TETE,,,female
,Margarida Manuel Salimo,Q504564,BANCADA PARLAMENTAR DA FRELIMO,,MAPUTO CIDADE,,,female
,Margarida Sebastião Mapandzene Chongo,Q504564,BANCADA PARLAMENTAR DA FRELIMO,,GAZA,,,female
,Margarido Salvador Abrantes,Q1425821,BANCADA PARLAMENTAR DA RENAMO,,ZAMBÉZIA,,,male
,Maria Anastácia da Costa Xavier,Q1425821,BANCADA PARLAMENTAR DA RENAMO,,NAMPULA,,,female
Q6760997,Maria Angelina Dique Enoque,Q1425821,BANCADA PARLAMENTAR DA RENAMO,,MANICA,,,female
,Maria Bachir,Q504564,BANCADA PARLAMENTAR DA FRELIMO,,CABO DELGADO,,,female
,Maria Helena,Q504564,BANCADA PARLAMENTAR DA FRELIMO,,ZAMBEZIA,,,female
,Maria Inês Martins,Q1425821,BANCADA PARLAMENTAR DA RENAMO,,ZAMBÉZIA,,,female
Q19613993,Maria Ivone Rensamo Bernardo Soares,Q1425821,BANCADA PARLAMENTAR DA RENAMO,,ZAMBÉZIA,,,female
,Maria Marta Mateus Fernando,Q504564,BANCADA PARLAMENTAR DA FRELIMO,,TETE,,,female
,Mariana Caisse,Q1425821,BANCADA PARLAMENTAR DA RENAMO,,NIASSA,,,male
,Marquita Alexandre Loforte Jaime,Q504564,BANCADA PARLAMENTAR DA FRELIMO,,NAMPULA,,,female
,Martinha Januário Benfica,Q504564,BANCADA PARLAMENTAR DA FRELIMO,,NAMPULA,,,female
,Matias José Matias Nhongue,Q504564,BANCADA PARLAMENTAR DA FRELIMO,,TETE,,,male
,Miguel Anlawe Musssa,Q504564,BANCADA PARLAMENTAR DA FRELIMO,,CABO DELGADO,,,male
,Miguel Celestino Mpamba,Q504564,BANCADA PARLAMENTAR DA FRELIMO,,CABO DELGADO,,,male
,Mohamad da Costa Ali Yassine,Q1425821,BANCADA PARLAMENTAR DA RENAMO,,NAMPULA,,,male
,Muhamad Bacir Abdul Remane,Q1425821,BANCADA PARLAMENTAR DA RENAMO,,ZAMBÉZIA,,,male
,Muhamedrachid Sulemane,Q668181,PARTIDO MOVIMENTO DEMOCRÁTICO DE MOÇAMBIQUE,,MAPUTO PROVÍNCIA,,,male
,Mustagibo Atimo Bachir,Q1425821,BANCADA PARLAMENTAR DA RENAMO,,CABO DELGADO,,,male
,Mário Ali,Q1425821,BANCADA PARLAMENTAR DA RENAMO,,NAMPULA,,,male
,Mário Franque,Q1425821,BANCADA PARLAMENTAR DA RENAMO,,TETE,,,male
,Nilza Henguissere Narciso,Q504564,BANCADA PARLAMENTAR DA FRELIMO,,MAPUTO PROVINCIA,,,female
Q27220074,Nyeleti Brooke Mondlane,Q504564,BANCADA PARLAMENTAR DA FRELIMO,,ZAMBEZIA,,,female
,Odete Isaias Motiça,Q1425821,BANCADA PARLAMENTAR DA RENAMO,,ZAMBÉZIA,,,female
,Ofélia Timóteo Mutombene,Q504564,BANCADA PARLAMENTAR DA FRELIMO,,GAZA,,,female
,Olinda Francisco Langa Mith,Q504564,BANCADA PARLAMENTAR DA FRELIMO,,GAZA,,,female
,Olinda Navais,Q668181,PARTIDO MOVIMENTO DEMOCRÁTICO DE MOÇAMBIQUE,,ZAMBÉZIA,,,female
Q55106039,Ossufo Momade,Q1425821,BANCADA PARLAMENTAR DA RENAMO,,NAMPULA,,,male
,Patrício M´pagai,Q504564,BANCADA PARLAMENTAR DA FRELIMO,,NAMPULA,,,male
,Paulo Vahanle,Q1425821,BANCADA PARLAMENTAR DA RENAMO,,NAMPULA,,,male
,Pedro Frederico Cossa,Q504564,BANCADA PARLAMENTAR DA FRELIMO,,MAPUTO CIDADE,,,male
,Pedro Tesoura Chichova,Q1425821,BANCADA PARLAMENTAR DA RENAMO,,SOFALA,,,male
,Rachade Carvalho,Q668181,PARTIDO MOVIMENTO DEMOCRÁTICO DE MOÇAMBIQUE,,NAMPULA,,,male
,Rafael António de Sousa Gusmão,Q1425821,BANCADA PARLAMENTAR DA RENAMO,,NAMPULA,,,male
,Rafael Lourenço Chande,Q504564,BANCADA PARLAMENTAR DA FRELIMO,,NIASSA,,,male
,Raimundo Pitágoras Lauma,Q668181,PARTIDO MOVIMENTO DEMOCRÁTICO DE MOÇAMBIQUE,,NIASSA,,,male
,Ramulata Mahumudo Irache,Q504564,BANCADA PARLAMENTAR DA FRELIMO,,CABO DELGADO,,,female
,Regina Macuacua Muchanga,Q504564,BANCADA PARLAMENTAR DA FRELIMO,,GAZA,,,female
,Ricardina Suia Albano Mazive,Q504564,BANCADA PARLAMENTAR DA FRELIMO,,GAZA,,,female
,Ricardo Frederico Francisco Tomás,Q668181,PARTIDO MOVIMENTO DEMOCRÁTICO DE MOÇAMBIQUE,,TETE,,,male
,Rosário Mualeia,Q504564,BANCADA PARLAMENTAR DA FRELIMO,,NAMPULA,,,male
,Rui Sixpence Gonzane,Q504564,BANCADA PARLAMENTAR DA FRELIMO,,EUROPA,,,male
,Saimone Muhambi Macuaina,Q1425821,BANCADA PARLAMENTAR DA RENAMO,,MANICA,,,male
,Sande Casitigo Carmona,Q668181,PARTIDO MOVIMENTO DEMOCRÁTICO DE MOÇAMBIQUE,,ZAMBÉZIA,,,male
,Sandura Vasco Ambrósio,Q1425821,BANCADA PARLAMENTAR DA RENAMO,,SOFALA,,,female
,Sara Mamudo Abdula Vassanegy,Q504564,BANCADA PARLAMENTAR DA FRELIMO,,INHAMBANE,,,female
,Sebastião da Costa Sebastião,Q1425821,BANCADA PARLAMENTAR DA RENAMO,,ZAMBÉZIA,,,male
,Severiano Romão Khoy,Q504564,BANCADA PARLAMENTAR DA FRELIMO,,INHAMBANE,,,male
,Severina Tiago Banze,Q504564,BANCADA PARLAMENTAR DA FRELIMO,,CABO DELGADO,,,female
,Silvério Eugénio Samuel,Q668181,PARTIDO MOVIMENTO DEMOCRÁTICO DE MOÇAMBIQUE,,MAPUTO PROVÍNCIA,,,male
,Simão Bute,Q1425821,BANCADA PARLAMENTAR DA RENAMO,,NAMPULA,,,male
,Simões Paulo Mário,Q1425821,BANCADA PARLAMENTAR DA RENAMO,,ZAMBÉZIA,,,male
,Sofrimento Funai Matequenha,Q1425821,BANCADA PARLAMENTAR DA RENAMO,,MANICA,,,male
,Sérgio José Camunga Pantie,Q504564,BANCADA PARLAMENTAR DA FRELIMO,,ZAMBEZIA,,,male
,Sónia Maria Vasco Mepameia,Q504564,BANCADA PARLAMENTAR DA FRELIMO,,NAMPULA,,,female
,Telmina Manuel Paixão Pinho Pereira,Q504564,BANCADA PARLAMENTAR DA FRELIMO,,MAPUTO PROVINCIA,,,female
,Valdemiro de G. Pascoal Nhancengo,Q504564,BANCADA PARLAMENTAR DA FRELIMO,,INHAMBANE,,,male
,Valentina Justa Puchar Mtumuke,Q504564,BANCADA PARLAMENTAR DA FRELIMO,,MAPUTO PROVINCIA,,,female
,Valéria José Mitilela,Q504564,BANCADA PARLAMENTAR DA FRELIMO,,CABO DELGADO,,,female
,Vasco Manuel,Q1425821,BANCADA PARLAMENTAR DA RENAMO,,NIASSA,,,male
,Venâncio António Bila Mondlane,Q668181,PARTIDO MOVIMENTO DEMOCRÁTICO DE MOÇAMBIQUE,,MAPUTO CIDADE,,,male
,Vergonha Abudo,Q1425821,BANCADA PARLAMENTAR DA RENAMO,,NAMPULA,,,male
Q6722501,Verónica Nataniel Macamo Dlhovo,Q504564,BANCADA PARLAMENTAR DA FRELIMO,,MAPUTO PROVINCIA,,,female
,Viana da Silva Magalhães,Q1425821,BANCADA PARLAMENTAR DA RENAMO,,ZAMBÉZIA,,,male
,Victor Viandro Mudivila,Q1425821,BANCADA PARLAMENTAR DA RENAMO,,ZAMBÉZIA,,,male
,Victória Dias Diogo,Q504564,BANCADA PARLAMENTAR DA FRELIMO,,TETE,,,female
,Virgínia Oreste Kwavateka Gondola,Q504564,BANCADA PARLAMENTAR DA FRELIMO,,NAMPULA,,,female
,Yonusse Amad,Q1425821,BANCADA PARLAMENTAR DA RENAMO,,SOFALA,,,male
,Zezinho Ricardo José,Q504564,BANCADA PARLAMENTAR DA FRELIMO,,SOFALA,,,male
,Ássia Paulo Cipriano Abudo Ali,Q504564,BANCADA PARLAMENTAR DA FRELIMO,,ZAMBEZIA,,,female
